,mu_measurement_SST,std_measurement_SST,mu_measurement_SAT,std_measurement_SAT,mu_measurement_SSS,std_measurement_SSS,mu_measurement_precip,std_measurement_precip,mu_prior_SST,std_prior_SST,mu_prior_SAT,std_prior_SAT,mu_prior_SSS,std_prior_SSS,mu_prior_precip,std_prior_precip,mu_prior_d18Oc,std_prior_d18Oc,mu_prior_D47,std_prior_D47,mu_likelihood_D47,std_likelihood_D47,mu_likelihood_d18Oc,std_likelihood_d18Oc,mu_post_SST,std_post_SST,mu_post_SAT,std_post_SAT,mu_post_SSS,std_post_SSS,mu_post_precip,cov_post_precip,mu_post_d18Oc,cov_post_d18Oc,mu_post_D47,std_post_D47
0,26.053977151000005,0.8542034320700539,27.213333333333335,0.5475486497193867,33.86770403389538,2.1346465694959385,0.8319354838709678,1.1039076418401712,27.447329288272293,0.3867724438967149,26.196748333333336,0.473124343694682,33.82551435283489,2.2875628648365436,0.9532644193333333,0.34180363742143,-1.9578700257942274,0.5055261471517942,0.5861113554805272,0.0015422542077620498,nan,nan,-2.838723404255317,0.008641137200309727,30.0128438565132,0.6292259195477292,26.77530745443056,0.3822530136548131,35.49029232167682,0.725274023415882,-1.174171254038046,0.3831928890746845,-2.166090797468985,0.08272186822400723,0.5786659708716626,0.0014706958250254234
1,22.937678135,1.0662527977820357,27.09333333333333,0.46053798767879944,34.75316947924804,1.4166854619798623,0.24839285714285717,0.4065545726827831,26.779314444770552,0.8113448635576229,26.285692599999997,0.414098639863534,34.74414410606042,1.2838350474328197,0.660658408,0.27108400650144876,-1.5929410977085603,0.1973800638265897,0.5880785446665174,0.002623579825359704,nan,nan,-1.2267741935483882,0.007523570327574089,29.327363273911942,0.6299782335018451,26.55470572058846,0.40449090277496785,37.93032480053586,0.7421655719973524,-1.0081425536325823,0.28659277473466627,-1.446938492630657,0.09052691410680212,0.5806363406001412,0.001490156486142433
2,22.177052422000003,2.008748248374434,27.160000000000004,0.5234500931320961,35.11282265625568,1.121932587865051,0.6722580645161289,0.638900350541554,26.667072591802963,1.0531318234999243,26.61780666666667,0.41961986078638025,35.051029636931105,1.2844849800677445,0.7587065833333334,0.23717465516579728,-1.4968721240481495,0.1212909898163525,0.5884060693480558,0.0033055979468063147,nan,nan,-1.2371875000000008,0.007405081500000001,29.227805990866216,0.6270512477692032,26.879365651812407,0.4263051172168684,37.76364708307564,0.6736087363289186,-0.5884270960149057,0.24575244047522044,-1.4623349015069376,0.05668198411649367,0.580923744357877,0.0014812790427867237
3,25.165710144,1.494854974202893,27.4,0.48403069560278345,35.192465907219756,1.0201203782287827,1.6490000000000002,1.1889122750063685,27.07042812079397,1.0967931836559808,26.935593200000003,0.455814225770324,34.978380912523406,1.432848599495241,1.8459080333333333,0.5131687823772236,-1.6063974609939322,0.17562018268426655,0.5872147796409746,0.003417553989502697,nan,nan,-1.752499999999999,0.01119543090695151,29.657279863690462,0.63423968622669,27.57929505705465,0.44622088899773243,37.00832195576097,0.6715544513894995,0.8669680218851601,0.26696751605437274,-1.7350167943432862,0.050661060830642486,0.5796863783288843,0.0014969189566902607
4,27.723034647777776,0.6146890171584455,27.65333333333333,0.35429339469401594,34.78473880757109,1.3145947807603096,5.488225806451613,2.188379077040676,27.818266050467223,1.002686540313158,26.833607066666666,0.5238054424525616,34.415727425110326,1.8550143856785763,6.333253753333333,0.9177065531734186,-1.9076406410611297,0.33880762246636315,0.5850221696013627,0.0031259145933992274,nan,nan,-2.16,0.012352529840139074,30.214061435852557,0.6365643251594525,28.139462294850944,0.4687497162270281,34.81112578581341,0.671634848928447,4.339875303642204,0.6218269547421706,-2.3686625982612,0.04813310643044911,0.5780901565525647,0.0014933589801331558
5,28.34105632888889,0.3394081694898215,27.446666666666665,0.44859569239805996,34.14922047049382,1.8255718601064035,6.6611666666666665,2.3871868674971544,28.382198581241425,0.7028883462171998,26.534490466666664,0.588173981580993,33.743435927048104,2.3193917633740115,10.838047999999999,1.0807199571066368,-2.1920020904604747,0.4946401006735545,0.5833776164844884,0.0022978289673221157,nan,nan,-3.5300000000000007,0.018733539039340923,30.478778666544315,0.6170792921327037,27.70463211071285,0.44352303886575156,33.173691604854874,0.6562052951788239,5.423984500710262,1.3183145567239718,-2.8062672134972755,0.04992910776583908,0.5773344327144173,0.0014175829214167132
6,28.215747359999995,0.30035705768517146,27.30666666666667,0.4742914514856673,33.78734812220549,2.0889312686313284,5.129032258064516,2.575309403231489,28.620969623902198,0.4734740362170419,26.469068,0.6090810682882398,33.588687644512255,2.603655717668062,11.846858433333333,1.118035397942315,-2.282662670504203,0.577013609134882,0.582682399889037,0.0017248917165311088,nan,nan,-3.66625,0.020944733375556204,30.80512478078208,0.6381688705332019,27.59603238315367,0.435659919456704,32.77853897064471,0.6846573522961218,5.073475756622331,1.557412083974571,-2.972347276563255,0.05543384197056988,0.5764053163882163,0.001485248649399811
7,28.1912413,0.2932948451566602,27.24666666666667,0.3481926122681165,33.57020955474791,2.2822378326281125,5.502304147465438,2.8948449180823634,28.79722260423535,0.4801020674025269,26.5685366,0.6307315322639033,33.36899050108536,2.7344477138046708,11.9147063,1.1991616934411753,-2.373821681559046,0.6078316624869026,0.5821706260415981,0.0017420498652903056,nan,nan,-4.023333333333333,0.019746884,30.944322680539187,0.6389462248645804,27.75671570049161,0.4448572991757647,32.37774673076275,0.6925033247603558,6.492575289522699,1.4045009260219423,-3.0966027405280645,0.06009863952023549,0.5760102578739836,0.0014837114884353512
8,28.231611883333336,0.28079002150576404,27.22666666666667,0.3673586543861199,33.24354359660864,2.5393118225681515,6.3493650793650795,2.6186312410722468,29.09194208337468,0.4694223623992221,26.551489133333334,0.6580586440343034,33.09991667318533,2.730683590713705,11.875222299999999,1.1944672614649143,-2.503602245765539,0.6074343096406177,0.5813173380464133,0.0017151774846103592,nan,nan,-4.4366666666666665,0.019746884,30.846378470455647,0.5859820076647336,27.350319424540544,0.4347438058058959,32.07917790573516,0.637719885445709,8.084384312792798,1.0889414474773835,-3.1427057799425837,0.058226837977498856,0.5762881962859188,0.0012970817685980757
9,27.940421774000004,0.33481732278578585,27.033333333333335,0.4151878519188067,33.298922284182794,2.711416553812248,6.5007680491551465,1.6851527394320378,29.155676381385174,0.5311625532202573,26.3253362,0.6724171710890915,33.23912129471803,2.7553266721475187,10.882880366666665,1.143805724933848,-2.486225036831497,0.610745914099291,0.5811337311499342,0.0018584462533664558,nan,nan,-1.961428571428571,0.022390861813903023,30.60665655870156,0.543172197023954,26.654125456011855,0.413265436070436,32.200159471512116,0.5969935950770304,8.10998493103346,0.8676184732379172,-3.0596445562760746,0.058803178549111365,0.5769701161740699,0.0011441377390177866
10,27.665876765,0.4619681592841358,26.646666666666665,0.5566053573309583,32.98168313790456,2.928070093808535,7.359047619047617,2.4259788729631366,28.99711451682804,0.4728762280039868,26.230563266666664,0.6609216714428275,33.07057915860478,3.1398889210658463,8.056769846666667,0.8613261174007306,-2.4884595845453967,0.704306727899718,0.5815920209131411,0.0017198848767033912,nan,nan,-1.9950000000000003,0.020944733375556204,30.835099256134924,0.5951577847264875,26.965926919506956,0.4323791738019013,31.945492082340472,0.6624297346234168,4.812503277886126,0.8595452407249249,-3.1708546220144376,0.06763056959380652,0.5763202150577178,0.0013305192047208165
11,27.197498932000002,0.7368744717528798,27.09333333333333,0.8154461238808981,32.88601062309812,2.780387816477855,3.1087557603686635,1.9178810125801187,28.42136266355744,0.36093463754058547,26.30819593333333,0.5762506462130208,32.93785568498097,3.266075355053768,3.137040986666667,0.6239708787812822,-2.386414234361909,0.7372870748350833,0.5832622077617395,0.0014796901522320185,nan,nan,-3.2057142857142846,0.01119543090695151,30.8055098286747,0.6361469688435729,27.3140428705334,0.4029834464634372,32.59668471896517,0.7288010345243924,-0.06956034496149677,0.7169295986862824,-3.014262475162134,0.08008738409449064,0.5764042230820787,0.0014780962618869355
